project_name,user_email,plate_name,well,ncbi_tax_id,sample_name,concentration_ng_ul,volume_ul,experimental_condition,tissue_type,accession_name,plot_number,block_number,is_a_control,rep_number,range_number,row_number,col_number,seedlot_name,num_seed_per_plot,weight_gram_seed_per_plot
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C04,4577,19A0342,205,20,Experimental,Kernel,C42,342,16,0,1,2,11,32,17A0360,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D04,4577,19A0266,240,20,Experimental,Kernel,Wu00801,266,13,0,1,2,2,25,17A0289,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E04,4577,19A0288,210,20,Experimental,Kernel,SD176,288,14,0,1,2,2,27,17A0243,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F04,4577,19A0234,208,20,Experimental,Kernel,IL801a,234,11,0,1,2,9,22,14:32407,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G04,4577,19A0386,214,20,Experimental,Kernel,IL692c,386,18,0,1,3,11,36,16A2300,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H04,4577,19A0151,221,20,Experimental,Kernel,Wh08022,151,7,0,1,1,4,14,16A1066,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A05,4577,19A0215,221,20,Experimental,Kernel,EP61,215,10,0,1,2,6,20,17A0398,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B05,4577,19A0431,224,20,Experimental,Kernel,IL794a,431,20,0,1,3,10,40,17A0623,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C05,4577,19A0067,204,20,Experimental,Kernel,fill_c1,67,4,1,1,1,1,7,17A0088,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D05,4577,19A0150,230,20,Experimental,Kernel,Me121-wb,150,7,0,1,1,5,14,3.604861111,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E05,4577,19A0268,236,20,Experimental,Kernel,Ma5125,268,13,0,1,2,4,25,17A0350,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F05,4577,19A0412,204,20,Experimental,Kernel,CHECK3,412,19,1,1,3,7,38,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G05,4577,19A0186,212,20,Experimental,Kernel,CHECK3,186,9,1,1,2,10,17,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H05,4577,19A0163,211,20,Experimental,Kernel,C27,163,8,0,1,2,9,15,17A0344,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A06,4577,19A0016,220,20,Experimental,Kernel,We05411,16,1,0,1,1,7,2,17A0783,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B06,4577,19A0096,236,20,Experimental,Kernel,CHECK2,96,5,1,1,1,8,9,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C06,4577,19A0380,232,20,Experimental,Kernel,IL430a,380,18,0,1,3,6,35,17A0519,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D06,4577,19A0199,200,20,Experimental,Kernel,MDM-17,199,10,0,1,2,1,19,17A0195,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E06,4577,19A0180,200,20,Experimental,Kernel,IL776a,180,9,0,1,2,4,17,17A0382,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F06,4577,19A0181,203,20,Experimental,Kernel,M45,181,9,0,1,2,5,17,16A2129,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G06,4577,19A0399,279,20,Experimental,Kernel,IL91j,399,19,0,1,3,3,37,17A0591,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H06,4577,19A0128,213,20,Experimental,Kernel,NJ7Y,128,6,0,1,1,5,12,14:32568,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A07,4577,19A0347,203,20,Experimental,Kernel,W6366,347,16,0,1,2,6,32,17A0200,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B07,4577,19A0082,220,20,Experimental,Kernel,Wh05032a,82,4,0,1,1,7,8,17A0771,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C07,4577,19A0175,229,20,Experimental,Kernel,T62s,175,8,0,1,2,2,16,17A0318,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D07,1,BLANK,0,0,Neg_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E07,4577,19A0248,200,20,Experimental,Kernel,Wh09075,248,12,0,1,2,6,23,17A0341,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F07,4577,19A0292,224,20,Experimental,Kernel,NJ159,292,14,0,1,2,6,27,17A0417,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G07,4577,19A0352,216,20,Experimental,Kernel,Wuh09188i,352,16,0,1,2,1,32,14:41822,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H07,4577,19A0256,220,20,Experimental,Kernel,IL318a,256,12,0,1,2,9,24,17A0456,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A08,4577,19A0170,265,20,Experimental,Kernel,Jubileeex9017,170,8,0,1,2,7,16,17A0330,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B08,4577,19A0105,203,20,Experimental,Kernel,Wh1095407-2,105,5,0,1,1,6,10,17A0078,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C08,4577,19A0340,222,20,Experimental,Kernel,Wuh07186i,340,16,0,1,2,10,31,14:41615,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D08,4577,19A0237,223,20,Experimental,Kernel,IL779a,237,11,0,1,2,6,22,17A0264,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E08,4577,19A0332,215,20,Experimental,Kernel,Wh10049R,332,16,0,1,2,2,31,17A0312,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F08,4577,19A0209,248,20,Experimental,Kernel,CHECK3,209,10,1,1,2,11,19,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G08,4577,19A0066,212,20,Experimental,Kernel,SD908,66,3,0,1,1,1,6,17A0829,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H08,4577,19A0420,202,20,Experimental,Kernel,IL354a,420,20,0,1,3,2,39,17A0486,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A09,4577,19A0432,226,20,Experimental,Kernel,IL543c,432,20,0,1,3,9,40,17A0468,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B09,4577,19A0164,288,20,Experimental,Kernel,IL757b,164,8,0,1,2,10,15,17A0375,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C09,4577,19A0034,231,20,Experimental,Kernel,SD884,34,2,0,1,1,11,4,17A0166,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D09,4577,19A0235,201,20,Experimental,Kernel,fill_c3,235,11,1,1,2,8,22,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E09,4577,19A0174,253,20,Experimental,Kernel,IL772a,174,8,0,1,2,3,16,17A0377,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F09,4577,19A0281,207,20,Experimental,Kernel,IL804a,281,13,0,1,2,6,26,17A0432,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G09,4577,19A0314,218,20,Experimental,Kernel,We02404,314,15,0,1,2,6,29,17A0334,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H09,4577,19A0158,215,20,Experimental,Kernel,P39M94,158,8,0,1,2,4,15,17A0455,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A10,4577,19A0277,229,20,Experimental,Kernel,MDM-20,277,13,0,1,2,10,26,17A0288,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B10,4577,19A0075,256,20,Experimental,Kernel,Wh09126R,75,4,0,1,1,9,7,17A0110,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C10,4577,19A0250,262,20,Experimental,Kernel,IL557a,250,12,0,1,2,8,23,17A0439,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D10,4577,19A0270,204,20,Experimental,Kernel,IL707a,270,13,0,1,2,6,25,17A0179,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E10,4577,19A0228,213,20,Experimental,Kernel,CHECK3,228,11,1,1,2,8,21,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F10,4577,19A0212,276,20,Experimental,Kernel,Wh96034,212,10,0,1,2,9,20,11:10405,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G10,4577,19A0413,206,20,Experimental,Kernel,EP82,413,19,0,1,3,6,38,17A0613,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H10,4577,19A0401,211,20,Experimental,Kernel,IL442a,401,19,0,1,3,5,37,17A0614,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A11,4577,19A0095,216,20,Experimental,Kernel,Me1,95,5,0,1,1,7,9,17A1364,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B11,4577,19A0098,225,20,Experimental,Kernel,C18,98,5,0,1,1,10,9,17A0175,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C11,4577,19A0137,209,20,Experimental,Kernel,Wh10802R,137,7,0,1,1,5,13,17a1444,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D11,4577,19A0278,202,20,Experimental,Kernel,IL799b,278,13,0,1,2,9,26,17A0300,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E11,4577,19A0092,221,20,Experimental,Kernel,Ia453,92,5,0,1,1,4,9,17A0121,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F11,4577,19A0156,209,20,Experimental,Kernel,fill_c2,156,8,1,1,2,2,15,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G11,4577,19A0445,224,20,Experimental,Kernel,C68,445,21,0,1,3,5,41,16A2044,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H11,4577,19A0339,226,20,Experimental,Kernel,SD42,339,16,0,1,2,9,31,17A0272,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,A12,4577,19A0319,220,20,Experimental,Kernel,IL47A,319,15,0,1,2,11,29,3.427777778,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,B12,4577,19A0241,213,20,Experimental,Kernel,IL689a,241,11,0,1,2,2,22,17A0277,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,C12,4577,19A0233,202,20,Experimental,Kernel,Wh07166R,233,11,0,1,2,10,22,6.088194444,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,D12,4577,19A0284,236,20,Experimental,Kernel,We06410,284,13,0,1,2,3,26,17A0380,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,E12,4577,19A0168,267,20,Experimental,Kernel,CHECK3,168,8,1,1,2,9,16,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,F12,4577,19A0239,216,20,Experimental,Kernel,IL788a,239,11,0,1,2,4,22,17A0196,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,G12,4577,19A0372,201,20,Experimental,Kernel,IL18b,372,17,0,1,3,3,34,17A0513,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_04,H12,4577,19A0177,202,20,Experimental,Kernel,fill_c3,177,9,1,1,2,1,17,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A01,4577,19A0245,217,20,Experimental,Kernel,IL437a,245,12,0,1,2,3,23,17A0327,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B01,4577,19A0238,218,20,Experimental,Kernel,Wh10080,238,11,0,1,2,5,22,17A0453,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C01,4577,19A0187,216,20,Experimental,Kernel,C8w,187,9,0,1,2,11,17,17A0366,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D01,4577,19A0167,207,20,Experimental,Kernel,EP84,167,8,0,1,2,10,16,17A0218,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E01,4577,19A0019,222,20,Experimental,Kernel,Wuh09144i,19,1,0,1,1,4,2,17A0099,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F01,4577,19A0424,214,20,Experimental,Kernel,CHECK3,424,20,1,1,3,6,39,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G01,4577,19A0140,211,20,Experimental,Kernel,Wh09083,140,7,0,1,1,8,13,17A0145,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H01,4577,19A0003,249,20,Experimental,Kernel,Wh08092,3,1,0,1,1,3,1,17A0061,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A02,4577,19A0060,229,20,Experimental,Kernel,CHECK1,60,3,1,1,1,7,6,17A088,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B02,4577,19A0375,205,20,Experimental,Kernel,A685su,375,18,0,1,3,1,35,17A0516,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C02,4577,19A0402,210,20,Experimental,Kernel,IL366a,402,19,0,1,3,6,37,17A0581,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D02,4577,19A0391,232,20,Experimental,Kernel,M6388,391,18,0,1,3,6,36,17A0484,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E02,4577,19A0071,202,20,Experimental,Kernel,Wh07061a,71,4,0,1,1,5,7,17A0038,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F02,4577,19A0045,229,20,Experimental,Kernel,We05407,45,3,0,1,1,1,5,17A0134,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G02,4577,19A0452,227,20,Experimental,Kernel,IL110K,452,21,0,1,3,11,42,17A0604,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H02,4577,19A0362,215,20,Experimental,Kernel,CHECK3,362,17,1,1,3,10,33,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A03,4577,19A0197,206,20,Experimental,Kernel,C81,197,9,0,1,2,2,18,17A0256,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B03,4577,19A0322,218,20,Experimental,Kernel,W5543,322,15,0,1,2,9,30,17A0180,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C03,4577,19A0188,224,20,Experimental,Kernel,CHECK2,188,9,1,1,2,11,18,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D03,4577,19A0017,234,20,Experimental,Kernel,W822GSe,17,1,0,1,1,6,2,17A0152,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E03,4577,19A0373,223,20,Experimental,Kernel,IL798c,373,17,0,1,3,2,34,17A0530,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F03,4577,19A0383,214,20,Experimental,Kernel,T33,383,18,0,1,3,9,35,17A0546,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G03,4577,19A0145,204,20,Experimental,Kernel,IL676a,145,7,0,1,1,10,14,16A0514,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H03,4577,19A0351,247,20,Experimental,Kernel,C27red,351,16,0,1,2,2,32,17A0410,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A04,4577,19A0004,222,20,Experimental,Kernel,MDM-19,4,1,0,1,1,4,1,16A2327,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B04,4577,19A0405,226,20,Experimental,Kernel,IL368a,405,19,0,1,3,9,37,3.395833333,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C04,4577,19A0455,209,20,Experimental,Kernel,IL795a,455,21,0,1,3,8,42,17A0618,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D04,4577,19A0217,223,20,Experimental,Kernel,IL747b,217,10,0,1,2,4,20,17A0404,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E04,4577,19A0214,200,20,Experimental,Kernel,IL325a,214,10,0,1,2,7,20,3.393055556,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F04,4577,19A0285,210,20,Experimental,Kernel,IL611a,285,13,0,1,2,2,26,17A0283,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G04,1,BLANK,0,0,Neg_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H04,4577,Pos_Control,200,20,Pos_Control,Kernel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A05,4577,19A0264,212,20,Experimental,Kernel,Wuh09093i,264,12,0,1,2,1,24,17A0181,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B05,4577,19A0052,227,20,Experimental,Kernel,SD883,52,3,0,1,1,8,5,17A0133,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C05,4577,19A0030,203,20,Experimental,Kernel,CHECK2,30,2,1,1,1,8,3,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D05,4577,19A0260,208,20,Experimental,Kernel,P39xRp1d,260,12,0,1,2,5,24,17A0235,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E05,4577,19A0038,234,20,Experimental,Kernel,Wh04036V,38,2,0,1,1,7,4,17A0057,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F05,4577,19A0324,213,20,Experimental,Kernel,W6720-1,324,15,0,1,2,7,30,17A0422,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G05,4577,19A0043,225,20,Experimental,Kernel,Wh03031,43,2,0,1,1,2,4,17A0174,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H05,4577,19A0155,227,20,Experimental,Kernel,CHECK2,155,8,1,1,2,1,15,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A06,4577,19A0291,223,20,Experimental,Kernel,fill_c2,291,14,1,1,2,5,27,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B06,4577,19A0317,200,20,Experimental,Kernel,CHECK3,317,15,1,1,2,9,29,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C06,4577,19A0073,208,20,Experimental,Kernel,C12-1,73,4,0,1,1,7,7,17A2092,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D06,4577,19A0436,209,20,Experimental,Kernel,fill_c3,436,20,1,1,3,5,40,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E06,4577,19A0282,216,20,Experimental,Kernel,Il101t,282,13,0,1,2,5,26,17A0270,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F06,4577,19A0460,275,20,Experimental,Kernel,CHECK3,460,21,1,1,3,3,42,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G06,4577,19A0208,234,20,Experimental,Kernel,MDM-5,208,10,0,1,2,10,19,17A0230,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H06,4577,19A0338,218,20,Experimental,Kernel,Wuh08127i,338,16,0,1,2,8,31,17A0188,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A07,4577,19A0407,262,20,Experimental,Kernel,T625,407,19,0,1,3,11,37,16A2342,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B07,4577,19A0048,207,20,Experimental,Kernel,Wu04819,48,3,0,1,1,4,5,17A0155,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C07,4577,19A0011,235,20,Experimental,Kernel,SD909,11,1,0,1,1,11,1,17A0733,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D07,4577,19A0308,227,20,Experimental,Kernel,IaCG4189,308,14,0,1,2,1,28,17A0549,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E07,4577,19A0001,263,20,Experimental,Kernel,fill_c2,1,1,1,1,1,1,1,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F07,4577,19A0307,232,20,Experimental,Kernel,W6757,307,14,0,1,2,2,28,17A0527,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G07,4577,19A0396,225,20,Experimental,Kernel,fill_c3,396,18,1,1,3,1,36,17A0632,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H07,4577,19A0459,233,20,Experimental,Kernel,IL200e,459,21,0,1,3,4,42,17A0583,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A08,4577,19A0152,212,20,Experimental,Kernel,C3,152,7,0,1,1,3,14,17A2080,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B08,1,Neg_Control,0,20,Neg_Control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C08,4577,19A0451,243,20,Experimental,Kernel,IL303b,451,21,0,1,3,11,41,17A0464,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D08,4577,19A0120,227,20,Experimental,Kernel,P39Le-253,120,6,0,1,1,10,11,17A0167,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E08,4577,19A0130,208,20,Experimental,Kernel,fill_c1,130,6,1,1,1,3,12,17A0088,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F08,4577,19A0429,218,20,Experimental,Kernel,IL393a,429,20,0,1,3,11,39,17A0595,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G08,4577,19A0166,212,20,Experimental,Kernel,We02412,166,8,0,1,2,11,16,16A2188,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H08,4577,Pos_Control,200,20,Pos_Control,Kernel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A09,4577,19A0263,217,20,Experimental,Kernel,Wh09117R,263,12,0,1,2,2,24,17A0346,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B09,4577,19A0064,232,20,Experimental,Kernel,Wh08042,64,3,0,1,1,3,6,17A1412,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,C09,4577,19A0363,231,20,Experimental,Kernel,SC6069,363,17,0,1,3,11,33,17A0634,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,D09,4577,19A0377,235,20,Experimental,Kernel,Ia5261,377,18,0,1,3,3,35,17A0473,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,E09,4577,19A0097,223,20,Experimental,Kernel,WVG3,97,5,0,1,1,9,9,17A0807,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,F09,4577,19A0385,219,20,Experimental,Kernel,M5,385,18,0,1,3,11,35,17A0466,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,G09,4577,19A0417,231,20,Experimental,Kernel,IL44b,417,19,0,1,3,2,38,17A0554,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,H09,4577,19A0416,212,20,Experimental,Kernel,M822,416,19,0,1,3,3,38,17A0551,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,A10,4577,19A0275,222,20,Experimental,Kernel,CHECK2,275,13,1,1,2,11,25,17A0140,12,10
SweetCornRNAseqExp,jmh579@cornell.edu,SC_RNA_05,B10,4577,19A0135,226,20,Experimental,Kernel,We09425,135,7,0,1,1,3,13,17A0172,12,10
