sample_name,sample_title_DO_NOT_EDIT,library_name,organism,ncbi_taxon_id,cultivar_or_isolate_or_ecotype,tissue,tissue_developmental_stage,plant_age,treatment,specimen_source,growing_location,growing_conditions,geographic_location,biological_replicate,tissue_harvested_by,tissue_harvest_date,sample_tissue_comments,nucleic_acid_extraction_method,dnase_rnase_treatment,nucleic_acid_clean_method,nucleic_acid_concentration_via_qubit_ng/ul,nanodrop_260/280,nanodrop_260/230,nucleic_acid_volume_ul,nucleic_acid_buffer,nucleic_acid_extracted_by,nucleic_acid_extraction_date,nucleic_acid_image,Plate,Well,nucleic_acid_comments
19A0365,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,37.111,1.677,0.585,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_02,F02,junk
19A0296,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,665.461,2.101,1.818,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_02,F03,
19A0113,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,2227.084,1.827,1.344,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_02,F04,
19A0229,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,1209.552,2.008,1.282,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_02,F05,
19A0376,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,376.397,2.067,1.518,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_02,F06,
19A0147,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,918.309,2.093,1.768,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_02,F07,
19A0390,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,736.352,2.052,2.103,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_02,F08,
19A0015,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,538.492,2.055,1.244,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_02,F09,
19A0456,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,844.919,2.054,1.524,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_02,F10,
19A0055,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,1089.555,2.061,1.347,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_02,F11,
19A0454,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,934.796,2.057,1.386,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_02,F12,
19A0312,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1965.922,2.037,1.723,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_02,G01,
19A0439,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1915.716,2.042,2.159,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_02,G02,
19A0395,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,881.346,2.095,1.615,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_02,G03,
19A0020,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,1105.079,2.072,1.63,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_02,G04,
19A0153,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1293.626,2.054,1.437,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_02,G05,
19A0072,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,62.318,1.651,0.461,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_02,G06,
19A0249,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,378.022,1.937,0.86,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_02,G07,
BLANK,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,0,Water,Jenna Hershberger,,FALSE,SC_RNA_02,G08,
19A0009,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,314.671,2.016,1.489,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_02,G09,
19A0299,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,794.05,2.029,1.335,20,Water,Jenna Hershberger,7/1/20,TRUE,SC_RNA_02,G10,
19A0418,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,671.849,2.003,1.051,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_02,G11,
19A0421,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1008.01,1.969,1.045,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_02,G12,
19A0438,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1981.516,1.971,1.31,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_02,H01,
19A0367,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,715.031,2.048,1.418,20,Water,Jenna Hershberger,7/7/20,TRUE,SC_RNA_02,H02,
19A0267,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,504.649,2.066,1.414,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_02,H03,
19A0131,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,2256.449,1.961,1.535,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_02,H04,
19A0126,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1713.146,2.106,1.761,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_02,H05,
19A0018,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,1046.454,2.101,1.857,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_02,H06,
19A0348,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,2287.733,1.935,1.683,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_02,H07,
19A0090,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,1091.82,2.109,2.139,20,Water,Jenna Hershberger,6/24/20,TRUE,SC_RNA_02,H08,
19A0387,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,Looks immature,Hot Borate,yes,,542.15,2.017,1.209,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_02,H09,
19A0169,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,101,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/22/19,,Hot Borate,yes,,449.86,2.073,2.135,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_02,H10,
19A0313,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,694.66,2.064,2.191,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_02,H11,
19A0176,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,443.401,2.09,1.731,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_02,H12,
19A0074,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1308.835,2.068,1.481,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_03,A01,
19A0253,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,569.588,2.049,1.401,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,A02,
19A0161,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,343.104,1.995,1.258,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_03,A03,
19A0397,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,881.332,2.063,1.682,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_03,A04,
19A0404,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,103,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/24/19,,Hot Borate,yes,,1350.289,2.062,2.272,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_03,A05,
19A0023,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,829.624,2.081,1.604,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_03,A06,
19A0221,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,38.226,1.866,1.239,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_03,A07,
19A0415,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,501.59,2.012,1.368,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_03,A08,
19A0426,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,743.117,2.008,2.135,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,A09,
19A0381,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,708.134,1.993,2.045,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,A10,
19A0106,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,642.015,2.062,2.136,20,Water,Jenna Hershberger,7/9/20,TRUE,SC_RNA_03,A11,
19A0336,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,12.735,1.44,0.396,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_03,A12,says redo in sharpie; may have lost pellet
19A0077,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,19.776,1.515,0.463,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,B01,
19A0427,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,854.764,2.06,1.339,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,B02,
19A0389,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,Earworm,Hot Borate,yes,,479.67,2.032,1.335,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,B03,
19A0274,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,340.027,2.027,1.185,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_03,B04,
19A0226,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1569.543,2.084,2.239,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_03,B05,
19A0025,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,2665.27,1.658,1.479,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,B06,
19A0089,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1336.951,2.062,1.2,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_03,B07,
19A0056,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,1041.441,1.942,1.007,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_03,B08,
19A0044,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,947.892,2.035,1.653,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_03,B09,
19A0293,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1051.094,1.998,1.206,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_03,B10,
19A0021,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,1571.903,2.096,1.848,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_03,B11,
19A0111,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,2341.678,1.925,1.784,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_03,B12,
19A0160,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1100.976,2.033,1.289,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_03,C01,
19A0046,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,982.637,2.024,1.219,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_03,C02,
19A0361,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,632.563,2.045,1.407,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,C03,sharpie plot number
19A0102,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,397.131,2.041,1.777,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_03,C04,
19A0062,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1735.018,1.914,1.849,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_03,C05,
19A0434,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,701.155,2.065,1.634,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,C06,
19A0374,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,913.63,2.007,1.413,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_03,C07,
Pos_Control,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_03,C08,
19A0216,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,484.345,2.072,1.534,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_03,C09,
19A0033,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,1124.681,2.069,1.651,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_03,C10,
19A0124,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,72,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/24/19,,Hot Borate,yes,,687.519,2.06,2.103,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_03,C11,
19A0005,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1440.658,2.045,1.582,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_03,C12,
19A0012,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,Also harvested 8/1/2019,Hot Borate,yes,,883.182,2.093,2.242,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_03,D01,2 written in sharpie
19A0006,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,999.521,2.047,1.387,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_03,D02,
19A0031,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,1781.498,2.004,2.106,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_03,D03,
19A0027,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,1713.622,2.061,2.167,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_03,D04,
19A0183,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,436.118,2.027,1.287,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_03,D05,
19A0443,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,859.433,1.983,1.119,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_03,D06,
19A0272,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,1171.154,2.041,1.548,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_03,D07,
BLANK,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,0,Water,Jenna Hershberger,,FALSE,SC_RNA_03,D08,
19A0047,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,484.103,2.025,1.278,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_03,D09,
